"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"3004",3,2,1,1,FALSE,4,4,4,4,"722","640e2036e0ad54ebd72a767d","Mechanistic",11,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","55-64 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"3005",4,3,2,1,TRUE,2,1,2,1,"722","64e38e763769aa4745542a14","Mechanistic",11,3,"To know that I understand the self-driving car correctly.","Male","45-54 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"3006",2,3,3,1,TRUE,3,5,3,4,"722","62c5dc08e00a823760c8196d","Mechanistic",11,5,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"3007",2,2,3,1,FALSE,3,4,4,4,"722","653f07a14204d793e710611e","Mechanistic",11,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"3008",4,1,1,1,FALSE,2,2,2,2,"722","5dfbc3a1946e978e69d8e586","Mechanistic",11,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"3009",1,1,1,1,FALSE,1,1,1,2,"734","5bdcd88176d6d50001bc3849","Mechanistic",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3010",2,1,1,1,FALSE,1,1,1,1,"734","6548f63a116379d2a0f440d0","Mechanistic",11,2,"To know what the self-driving car would have done if something had been different.","Male","35-44 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3011",4,4,2,1,TRUE,5,4,5,5,"734","64e38e763769aa4745542a14","Mechanistic",11,3,"To know that I understand the self-driving car correctly.","Male","45-54 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3012",5,4,1,0,FALSE,4,2,2,2,"734","5dd2f0818950ba2f90b01bc1","Mechanistic",11,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3013",5,1,1,1,FALSE,1,1,1,1,"734","610063614e6ba35532307dda","Mechanistic",11,2,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5f4818e6d5ce1016c865ed24","Female","65+ years old"
"3014",5,2,1,1,FALSE,3,2,2,2,"737","5bdcd88176d6d50001bc3849","Mechanistic",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3015",4,4,4,1,FALSE,4,4,4,2,"737","61412d50c1d83f94e448c0f3","Mechanistic",11,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","18-24 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3016",5,4,4,2,FALSE,4,5,4,5,"737","63b4a880e615d21a58306118","Mechanistic",11,2,"To understand what the self-driving car would do next.","Male","65+ years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3017",3,4,3,2,FALSE,2,2,5,4,"737","653bb9670dcc502f9cce169c","Mechanistic",11,1,"To know what the self-driving car would have done if something had been different.","Male","65+ years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3018",4,4,4,1,TRUE,5,5,5,5,"737","610c153b0ef9c9d34bb62bfb","Mechanistic",11,3,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3019",3,3,1,1,FALSE,3,1,1,1,"738","5bdcd88176d6d50001bc3849","Mechanistic",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3020",3,3,3,1,FALSE,4,4,4,4,"738","640e2036e0ad54ebd72a767d","Mechanistic",11,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","55-64 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3021",5,1,1,2,FALSE,5,5,5,5,"738","6464daa493b4907f3e042730","Mechanistic",11,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3022",4,2,4,2,TRUE,4,4,4,4,"738","5d7fdfd7d8e176001983ffa2","Mechanistic",11,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3023",5,5,5,1,TRUE,5,4,4,5,"738","652f093d9702b798ff40bfdd","Mechanistic",11,5,"To know why the self-driving car did not make some other decision.","Male","55-64 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"3024",4,5,4,1,FALSE,3,4,2,4,"744","5bdcd88176d6d50001bc3849","Mechanistic",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"3025",4,4,4,2,TRUE,4,4,4,2,"744","61412d50c1d83f94e448c0f3","Mechanistic",11,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","18-24 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"3026",4,5,4,3,TRUE,5,4,4,4,"744","63b4a880e615d21a58306118","Mechanistic",11,2,"To understand what the self-driving car would do next.","Male","65+ years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"3027",1,5,1,1,FALSE,3,3,1,2,"744","5d7fdfd7d8e176001983ffa2","Mechanistic",11,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"3028",3,4,2,1,TRUE,4,4,4,5,"744","653f07a14204d793e710611e","Mechanistic",11,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","61074d34d7d7118e7120e3fb","Female","35-44 years old"
"3029",4,5,1,2,TRUE,1,1,1,1,"748","5bdcd88176d6d50001bc3849","Counterfactual",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3030",1,1,1,1,TRUE,2,2,2,2,"748","610046905c4dd2e3512e8928","Counterfactual",11,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3031",3,4,2,4,FALSE,2,4,3,4,"748","5d1e5ece2e9ac30016b522c5","Counterfactual",11,3,"To know why the self-driving car did not make some other decision.","Female","35-44 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3032",1,2,1,1,TRUE,2,2,2,4,"748","610063614e6ba35532307dda","Counterfactual",11,2,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3033",4,4,1,1,TRUE,1,1,1,1,"748","610c153b0ef9c9d34bb62bfb","Counterfactual",11,3,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","60ff1e943b3775aee433004a","Female","35-44 years old"
"3034",3,4,1,2,TRUE,1,1,1,1,"752","5bdcd88176d6d50001bc3849","Counterfactual",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","599467b55f49420001cafa81","Female","45-54 years old"
"3035",4,5,2,1,TRUE,4,4,4,5,"752","640e2036e0ad54ebd72a767d","Counterfactual",11,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","55-64 years old","599467b55f49420001cafa81","Female","45-54 years old"
"3036",3,4,2,1,FALSE,4,2,3,5,"752","5d1e5ece2e9ac30016b522c5","Counterfactual",11,3,"To know why the self-driving car did not make some other decision.","Female","35-44 years old","599467b55f49420001cafa81","Female","45-54 years old"
"3037",3,1,1,1,TRUE,4,3,4,4,"752","610063614e6ba35532307dda","Counterfactual",11,2,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","599467b55f49420001cafa81","Female","45-54 years old"
"3038",4,4,3,1,TRUE,4,5,5,5,"752","653f07a14204d793e710611e","Counterfactual",11,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","599467b55f49420001cafa81","Female","45-54 years old"
"3039",3,3,1,1,TRUE,1,1,1,1,"754","5bdcd88176d6d50001bc3849","Counterfactual",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3040",3,4,4,1,TRUE,2,2,2,5,"754","5d2e1c52c3651500159f0a69","Counterfactual",11,2,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3041",2,1,1,1,FALSE,2,1,2,1,"754","6464daa493b4907f3e042730","Counterfactual",11,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3042",4,5,4,1,TRUE,3,2,4,4,"754","62c5dc08e00a823760c8196d","Counterfactual",11,5,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3043",4,2,1,1,TRUE,1,1,1,1,"754","5dfbc3a1946e978e69d8e586","Counterfactual",11,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3044",3,2,1,2,TRUE,1,1,1,1,"756","5bdcd88176d6d50001bc3849","Counterfactual",11,1,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3045",1,1,1,0,TRUE,1,1,1,1,"756","610046905c4dd2e3512e8928","Counterfactual",11,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3046",5,3,4,2,FALSE,4,4,5,3,"756","5d1e5ece2e9ac30016b522c5","Counterfactual",11,3,"To know why the self-driving car did not make some other decision.","Female","35-44 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3047",3,2,1,2,TRUE,4,3,5,4,"756","610063614e6ba35532307dda","Counterfactual",11,2,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3048",4,4,1,2,TRUE,2,2,2,2,"756","5dfbc3a1946e978e69d8e586","Counterfactual",11,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","62eab49b3494af2a6cb7348d","Male","35-44 years old"
"3049",3,4,4,1,FALSE,2,2,2,3,"78","6061fff2c21e787791b1d052","Teleological",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3050",3,4,3,1,FALSE,5,5,5,5,"78","60ff1056c24ce88c061ed26d","Teleological",2,5,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3051",3,5,1,1,TRUE,1,1,1,3,"78","61115c17d75288988478680d","Teleological",2,4,"To know why the self-driving car did not make some other decision.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3052",4,4,3,2,FALSE,4,4,4,4,"78","5b0319e68d753d0001cc75c7","Teleological",2,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3053",3,4,3,1,TRUE,1,1,1,1,"78","63cd12b74ea95df1351d546d","Teleological",2,4,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","55-64 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3054",4,4,3,2,TRUE,3,3,4,3,"90","6061fff2c21e787791b1d052","Teleological",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","5a2fd74c3eff6600016f21ee","Male","45-54 years old"
"3055",5,2,3,1,TRUE,4,3,3,4,"90","5f32e865bd94490a64d9c9f5","Teleological",2,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5a2fd74c3eff6600016f21ee","Male","45-54 years old"
"3056",1,4,1,1,TRUE,1,1,1,1,"90","60ff1056c24ce88c061ed26d","Teleological",2,5,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5a2fd74c3eff6600016f21ee","Male","45-54 years old"
"3057",1,5,3,0,TRUE,1,1,1,4,"90","558c2205fdf99b5d984bbb15","Teleological",2,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5a2fd74c3eff6600016f21ee","Male","45-54 years old"
"3058",2,5,4,0,TRUE,4,4,4,3,"90","6540bfa54dda4450c353a98c","Teleological",2,3,"To know that I understand the self-driving car correctly.","Male","55-64 years old","5a2fd74c3eff6600016f21ee","Male","45-54 years old"
"3059",3,1,5,1,FALSE,4,4,4,4,"97","6061fff2c21e787791b1d052","Teleological",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","63b4967c2656730e1c09c9e3","Female","55-64 years old"
"3060",2,2,5,1,FALSE,2,2,2,2,"97","60fc1aa417ba21b4776c548f","Teleological",2,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","63b4967c2656730e1c09c9e3","Female","55-64 years old"
"3061",5,5,5,2,TRUE,4,4,4,4,"97","6474e499d4beda259e8f0574","Teleological",2,3,"To know that I understand the self-driving car correctly.","Male","65+ years old","63b4967c2656730e1c09c9e3","Female","55-64 years old"
"3062",4,1,4,1,TRUE,3,3,3,3,"97","63f173a98bc1a5e9c1f009b9","Teleological",2,4,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","63b4967c2656730e1c09c9e3","Female","55-64 years old"
"3063",2,2,5,1,TRUE,1,3,1,2,"97","60de09f7dc5304e0c0f19485","Teleological",2,3,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","63b4967c2656730e1c09c9e3","Female","55-64 years old"
"3064",3,2,4,1,FALSE,2,2,2,3,"102","6061fff2c21e787791b1d052","Mechanistic",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3065",4,1,3,1,FALSE,5,5,5,5,"102","5f32e865bd94490a64d9c9f5","Mechanistic",2,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3066",5,5,5,1,TRUE,5,5,5,4,"102","6474e499d4beda259e8f0574","Mechanistic",2,3,"To know that I understand the self-driving car correctly.","Male","65+ years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3067",1,5,2,1,FALSE,2,2,2,4,"102","558c2205fdf99b5d984bbb15","Mechanistic",2,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3068",4,5,5,1,FALSE,4,4,4,3,"102","6540bfa54dda4450c353a98c","Mechanistic",2,3,"To know that I understand the self-driving car correctly.","Male","55-64 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3069",4,4,4,3,FALSE,4,4,4,4,"103","6061fff2c21e787791b1d052","Mechanistic",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3070",5,4,2,2,FALSE,4,4,3,3,"103","60fc1aa417ba21b4776c548f","Mechanistic",2,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3071",3,3,3,2,TRUE,3,3,3,3,"103","6474e499d4beda259e8f0574","Mechanistic",2,3,"To know that I understand the self-driving car correctly.","Male","65+ years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3072",5,5,5,3,FALSE,4,4,4,4,"103","558c2205fdf99b5d984bbb15","Mechanistic",2,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3073",5,4,1,1,FALSE,4,4,4,4,"103","5f888f1504ea37030833e9ec","Mechanistic",2,5,"To know that I understand the self-driving car correctly.","Male","25-34 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3074",3,2,4,2,FALSE,4,4,4,4,"105","6061fff2c21e787791b1d052","Mechanistic",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3075",5,5,5,3,FALSE,5,5,5,5,"105","5f32e865bd94490a64d9c9f5","Mechanistic",2,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3076",3,5,5,2,TRUE,5,5,5,4,"105","558c2205fdf99b5d984bbb15","Mechanistic",2,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3077",5,5,5,3,TRUE,5,5,5,3,"105","63f173a98bc1a5e9c1f009b9","Mechanistic",2,4,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3078",3,3,5,1,TRUE,4,3,4,3,"105","6542a7fa84b8ff916640cbde","Mechanistic",2,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3079",3,2,5,1,FALSE,2,2,2,2,"119","6061fff2c21e787791b1d052","Mechanistic",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3080",5,1,4,0,FALSE,2,2,4,4,"119","5fa050c392ea490608739ed8","Mechanistic",2,1,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3081",5,2,2,1,FALSE,3,2,2,2,"119","6532c399a90f96383b501207","Mechanistic",2,4,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3082",5,5,5,1,TRUE,5,5,5,3,"119","6543cf7e70d56539c9d742b5","Mechanistic",2,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3083",3,1,5,1,FALSE,1,1,1,1,"119","63cd12b74ea95df1351d546d","Mechanistic",2,4,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","55-64 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"3084",4,1,3,0,TRUE,1,1,1,1,"123","6061fff2c21e787791b1d052","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3085",4,1,2,1,TRUE,4,5,5,5,"123","5f32e865bd94490a64d9c9f5","Counterfactual",2,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3086",4,3,3,0,TRUE,3,1,3,3,"123","63e6a210aed5ff20a7f66025","Counterfactual",2,4,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3087",5,1,1,0,TRUE,2,2,1,3,"123","61115c17d75288988478680d","Counterfactual",2,4,"To know why the self-driving car did not make some other decision.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3088",5,2,4,1,TRUE,2,3,2,2,"123","60de09f7dc5304e0c0f19485","Counterfactual",2,3,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"3089",2,4,4,2,TRUE,4,3,4,4,"125","6061fff2c21e787791b1d052","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"3090",5,5,5,1,FALSE,4,4,3,5,"125","654beb18b762f5afea837c8b","Counterfactual",2,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","45-54 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"3091",4,4,4,2,TRUE,4,3,3,3,"125","6474e499d4beda259e8f0574","Counterfactual",2,3,"To know that I understand the self-driving car correctly.","Male","65+ years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"3092",5,5,1,2,TRUE,4,4,3,2,"125","558c2205fdf99b5d984bbb15","Counterfactual",2,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"3093",4,1,1,2,TRUE,2,2,2,2,"125","5f888f1504ea37030833e9ec","Counterfactual",2,5,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"3094",3,5,2,0,TRUE,2,2,2,3,"126","6061fff2c21e787791b1d052","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3095",4,5,5,1,FALSE,5,5,5,5,"126","5fa050c392ea490608739ed8","Counterfactual",2,1,"To know why the self-driving car did not make some other decision.","Female","25-34 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3096",2,4,1,0,TRUE,1,1,1,2,"126","6532c399a90f96383b501207","Counterfactual",2,4,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3097",4,4,4,1,TRUE,4,4,5,4,"126","6543cf7e70d56539c9d742b5","Counterfactual",2,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3098",5,4,3,0,TRUE,3,3,3,3,"126","6540bfa54dda4450c353a98c","Counterfactual",2,3,"To know that I understand the self-driving car correctly.","Male","55-64 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"3099",4,4,4,1,FALSE,3,3,3,3,"127","6061fff2c21e787791b1d052","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3100",3,4,2,2,TRUE,2,2,2,3,"127","60fc1aa417ba21b4776c548f","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3101",3,4,4,1,FALSE,5,4,4,5,"127","6549c53d69d46d8e4b6c869a","Counterfactual",2,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","35-44 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3102",5,5,5,1,TRUE,5,5,5,3,"127","6543cf7e70d56539c9d742b5","Counterfactual",2,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3103",4,2,3,2,TRUE,4,4,4,4,"127","5f888f1504ea37030833e9ec","Counterfactual",2,5,"To know that I understand the self-driving car correctly.","Male","25-34 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"3104",3,3,3,0,TRUE,1,1,1,3,"132","6061fff2c21e787791b1d052","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3105",2,4,5,2,TRUE,4,4,4,4,"132","60fc1aa417ba21b4776c548f","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3106",4,3,4,2,TRUE,4,4,4,4,"132","6474e499d4beda259e8f0574","Counterfactual",2,3,"To know that I understand the self-driving car correctly.","Male","65+ years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3107",5,5,5,1,TRUE,5,5,5,3,"132","6543cf7e70d56539c9d742b5","Counterfactual",2,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3108",3,3,1,1,FALSE,1,1,1,1,"132","5f888f1504ea37030833e9ec","Counterfactual",2,5,"To know that I understand the self-driving car correctly.","Male","25-34 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3109",3,5,1,1,TRUE,2,2,2,4,"133","6061fff2c21e787791b1d052","Counterfactual",2,2,"To know that I understand the self-driving car correctly.","Female","35-44 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3110",4,4,4,1,TRUE,5,5,5,5,"133","654beb18b762f5afea837c8b","Counterfactual",2,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","45-54 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3111",4,4,3,1,TRUE,3,2,2,3,"133","63e6a210aed5ff20a7f66025","Counterfactual",2,4,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3112",1,5,3,0,TRUE,1,1,1,4,"133","558c2205fdf99b5d984bbb15","Counterfactual",2,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3113",3,4,4,1,TRUE,5,5,4,4,"133","6542a7fa84b8ff916640cbde","Counterfactual",2,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3114",1,5,1,1,FALSE,3,3,2,3,"641","64727ea9591087aef21f3dcf","Teleological",10,5,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3115",2,5,1,1,FALSE,4,3,2,3,"641","603ee3fb0ec4d3fcd8d70783","Teleological",10,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3116",1,4,1,0,TRUE,3,3,3,3,"641","65490be68d93fd268a4c021c","Teleological",10,5,"To know that I understand the self-driving car correctly.","Male","55-64 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3117",4,4,2,1,FALSE,4,4,4,4,"641","6537d0d78021a891975e8fcb","Teleological",10,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3118",1,2,3,2,TRUE,1,1,1,1,"641","5fa4ce917648f90008a584ab","Teleological",10,2,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","6145a88c94a2c86532d36b0f","Male","25-34 years old"
"3119",4,4,4,3,TRUE,3,3,3,3,"657","64727ea9591087aef21f3dcf","Mechanistic",10,5,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
